nid;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167
10009;94491;94450;94398;94372;94449;94642;94954;95399;95617;95515;95270;94967;94614;94276;93990;93575;93170;92743;92449;92348;92427;92883;93494;94117;94414;94445;94399;94372;94407;94562;94858;95207;95445;95294;94961;94637;94265;93937;93639;93240;92809;92517;92318;92345;92463;92859;93431;94037;94408;94446;94399;94372;94448;94630;95007;95551;95846;95499;95048;94486;94047;93717;93350;92884;92493;92169;91921;91905;92124;92579;93372;94106;94503;94473;94400;94372;94408;94550;94914;95477;95903;95709;95317;94978;94510;94053;93599;93032;92674;92393;92182;92162;92326;92756;93414;94020;94451;94453;94407;94372;94404;94609;94907;95341;95740;95687;95319;94738;94397;93981;93614;93198;92977;92845;92917;93076;93302;93638;94000;94394;94678;94760;94569;94431;94379;94409;94492;94567;94645;94701;94723;94629;94444;94100;93749;93455;93205;93148;93193;93247;93400;93630;93970;94398;94686;94695;94616;94477;94385;94375;94320;94397;94423;94402;94414;94432;94342;94261;94041;93927;93829;93772;93747;93742;93854;94017;94211;94372
10010;59179;58186;57827;57712;57624;57772;58627;60098;61386;62063;63211;64670;66203;67389;67767;67597;67320;67378;67746;67934;67569;66287;64270;61947;59786;58418;57887;57710;57584;57665;58513;60016;61502;62380;63737;65570;67272;68348;68488;68110;67624;67690;68468;69227;69225;68044;65734;62888;60189;58520;57922;57714;57586;57702;58498;59948;61382;62412;63750;65548;67501;68745;68909;68593;68195;68278;68899;69507;69419;68268;66016;63187;60428;58676;57985;57757;57624;57778;58783;60487;62063;62746;63889;65631;67371;68418;68443;67917;67484;67654;68492;69562;69958;69112;66993;64112;61283;59273;58257;57712;57552;57579;58168;59353;60646;61673;62694;63814;65041;65685;65335;64788;64366;64855;66459;68416;69712;69887;68922;67161;64758;62453;60529;59026;58118;57660;57600;57957;58718;59797;61275;63065;64687;65772;66450;66770;67128;67616;68243;68792;69027;68823;68066;66804;65227;63280;61343;59638;58446;57822;57618;57735;58122;58771;59853;61299;62649;63627;64273;64891;65314;65589;65541;65131;64445;63576;62284;60699
10011;97910;94076;92562;92216;92147;92481;97769;110610;129158;153692;183856;214550;237742;249649;252437;247847;237822;222301;202290;183298;162977;142968;124588;109449;99702;95050;92863;92303;92397;92861;98362;111814;131426;157447;188993;220843;244607;256946;259620;254818;244558;229227;209752;190395;170089;149644;129956;113011;101586;95737;93094;92363;92387;92987;98826;112702;132645;159203;190602;222299;246187;258247;260609;255702;245475;229990;210007;190647;170523;149981;130066;112834;101442;95740;93201;92413;92397;92950;98234;111036;129215;153422;182580;211724;233711;244839;246763;241793;232313;218520;200686;183441;166505;148589;130291;113827;102301;96068;93163;92313;92432;93392;98737;111065;129186;153839;183397;201905;217786;226749;227121;221254;211610;198829;183447;169168;154525;140802;127777;115803;106084;99075;94640;92514;91940;91981;93414;97164;103688;113512;126265;139877;151354;159731;165570;168835;169218;165674;158657;149850;141246;133334;125045;116637;108760;102153;97268;94207;92579;91895;92160;93961;97775;104239;113352;123732;132454;140376;147294;152482;154843;153457;148400;141001;132859;124144;114398;105040
10012;58016;56181;55578;55704;56567;60135;71813;93424;123910;168285;221496;272669;308621;324669;325845;315333;294662;259254;209021;155441;112132;85932;71175;63314;59129;56692;55596;55633;56312;60018;72450;95132;126178;169360;222407;274451;311575;327760;328674;317847;297282;262481;213161;160192;117385;90404;74191;64935;59841;56853;55596;55525;56294;60355;73262;96558;128785;173499;227918;279872;316104;331155;330733;319028;298035;263824;215751;163746;121039;93328;76078;65919;60268;57106;55687;55549;56141;59941;72318;94676;125078;167457;220582;271734;307549;322871;322960;311940;292322;259663;213767;163761;122523;95527;78483;68020;61575;57593;55804;55532;56235;59750;70529;89801;116248;154241;201849;248485;282156;296997;297058;286380;267947;239229;199383;156430;120453;96145;79606;67237;62855;59165;56719;55598;55393;55715;56923;59975;65690;76484;93087;111632;127145;137210;142508;143722;140875;133066;120349;105529;92300;82489;75194;69461;64955;61255;58500;56789;55842;55508;55859;57268;60411;66975;78349;92057;104145;112570;117599;119535;117988;112271;102536;90713;80031;71926;65867;61186
10013;58016;56181;55578;55704;56567;60135;71813;93424;123910;168285;221496;272669;308621;324669;325845;315333;294662;259254;209021;155441;112132;85932;71175;63314;59129;56692;55596;55633;56312;60018;72450;95132;126178;169360;222407;274451;311575;327760;328674;317847;297282;262481;213161;160192;117385;90404;74191;64935;59841;56853;55596;55525;56294;60355;73262;96558;128785;173499;227918;279872;316104;331155;330733;319028;298035;263824;215751;163746;121039;93328;76078;65919;60268;57106;55687;55549;56141;59941;72318;94676;125078;167457;220582;271734;307549;322871;322960;311940;292322;259663;213767;163761;122523;95527;78483;68020;61575;57593;55804;55532;56235;59750;70529;89801;116248;154241;201849;248485;282156;296997;297058;286380;267947;239229;199383;156430;120453;96145;79606;67237;62855;59165;56719;55598;55393;55715;56923;59975;65690;76484;93087;111632;127145;137210;142508;143722;140875;133066;120349;105529;92300;82489;75194;69461;64955;61255;58500;56789;55842;55508;55859;57268;60411;66975;78349;92057;104145;112570;117599;119535;117988;112271;102536;90713;80031;71926;65867;61186
10014;58016;56181;55578;55704;56567;60135;71813;93424;123910;168285;221496;272669;308621;324669;325845;315333;294662;259254;209021;155441;112132;85932;71175;63314;59129;56692;55596;55633;56312;60018;72450;95132;126178;169360;222407;274451;311575;327760;328674;317847;297282;262481;213161;160192;117385;90404;74191;64935;59841;56853;55596;55525;56294;60355;73262;96558;128785;173499;227918;279872;316104;331155;330733;319028;298035;263824;215751;163746;121039;93328;76078;65919;60268;57106;55687;55549;56141;59941;72318;94676;125078;167457;220582;271734;307549;322871;322960;311940;292322;259663;213767;163761;122523;95527;78483;68020;61575;57593;55804;55532;56235;59750;70529;89801;116248;154241;201849;248485;282156;296997;297058;286380;267947;239229;199383;156430;120453;96145;79606;67237;62855;59165;56719;55598;55393;55715;56923;59975;65690;76484;93087;111632;127145;137210;142508;143722;140875;133066;120349;105529;92300;82489;75194;69461;64955;61255;58500;56789;55842;55508;55859;57268;60411;66975;78349;92057;104145;112570;117599;119535;117988;112271;102536;90713;80031;71926;65867;61186
10016;38186;37137;36725;36651;36813;37166;39554;44924;51635;58502;66362;74784;82025;86407;87426;86086;82920;78682;72907;65387;57609;50828;45623;41633;38906;37425;36778;36579;36615;36937;39500;45236;52493;59768;67901;76546;83656;87881;88642;87018;83688;79413;73934;66990;59604;52986;47447;42820;39417;37507;36794;36591;36703;37107;39825;45657;53077;60466;68586;77640;85489;90286;91125;89437;85991;81524;75596;68210;60434;53547;47879;43179;39658;37664;36835;36585;36620;36895;39611;45581;52970;60060;67822;76473;83933;88332;88988;87118;83670;79389;74068;67692;60932;54733;49256;44318;40395;38007;36920;36585;36606;36866;39066;44131;50500;56731;63322;70305;76128;79151;78715;75972;72167;68574;65135;61312;57103;53085;49221;45393;42299;39835;38123;37101;36649;36460;36732;37717;39237;41223;43749;46766;49464;51320;52178;52422;52374;52089;51555;50603;49354;47834;45947;43821;41696;39738;38271;37281;36729;36471;36465;36816;37589;38819;40662;42950;43739;45396;46664;47706;48403;48632;48028;46694;45078;43459;41722;39840
10017;62132;61991;62074;62376;62912;64030;68414;77309;88772;103262;118301;132021;142213;147825;148972;146591;141077;131896;117049;99047;83000;72704;67416;64442;62879;62208;61994;62187;62561;63592;68425;78322;91012;105188;120016;134225;144885;150479;151513;148882;143066;133637;118873;100837;84622;73970;68381;64994;63095;62152;61938;62072;62448;63498;68201;77800;90269;104973;120487;134321;144797;150641;151741;149341;143688;134177;119465;101403;85177;74447;68695;65255;63279;62340;62050;62164;62486;63437;68179;77920;90419;104042;118162;132192;143603;149605;150445;147952;142307;133001;118470;100889;84983;74502;68861;65457;63408;62253;61868;62072;62348;63305;67666;76590;87671;99902;113043;126248;136367;141440;141446;137607;131006;122117;110177;96354;84073;75577;70140;66027;64575;63443;62587;62137;62082;62290;63110;64662;66568;68169;69214;70035;70506;70715;70519;70031;69377;68557;67669;66859;66128;65423;64709;63953;63281;62629;62136;61851;61800;61935;62232;62932;63918;64973;65889;66831;62349;63243;64175;65057;65693;65894;65662;65270;64822;64306;63531;62707
10018;64006;62000;60878;60398;60217;60012;60536;63494;68519;76087;85503;94155;100023;101903;101121;98461;94961;90603;86092;82768;81706;78964;74230;68854;64630;62176;60886;60398;60288;59055;57216;56689;57218;58013;58940;56072;56670;56740;56258;55730;55662;56703;59368;63547;68586;70178;69150;66638;64018;62200;61168;60718;60610;60342;60937;64320;70136;78798;89365;99345;106051;108275;107399;104571;100789;96026;90955;87125;85708;82662;77650;71760;66516;63066;61334;60782;60614;60400;60949;64146;69645;77963;87979;97901;104657;106465;105169;102167;98740;94683;90790;88367;87916;84690;79068;72596;67076;63536;61570;60398;60634;63034;68494;78146;91896;109810;129706;97715;91208;92033;90199;86659;82399;77745;73045;68173;64429;62097;60504;59631;59027;59047;59254;59537;60201;60470;61197;62706;65250;68642;72392;76074;79442;82264;84204;85326;85816;85914;85948;85918;85488;83666;80158;75114;69766;65282;62232;60670;60142;60136;60468;61514;63206;65504;68064;70836;73764;77242;80910;84172;86042;85988;84366;81518;78294;74686;70816;67078
10019;64006;62000;60878;60398;60217;60012;60536;63494;68519;76087;85503;94155;100023;101903;101121;98461;94961;90603;86092;82768;81706;78964;74230;68854;64630;62176;60886;60398;60288;59055;57216;56689;57218;58013;58940;56072;56670;56740;56258;55730;55662;56703;59368;63547;68586;70178;69150;66638;64018;62200;61168;60718;60610;60342;60937;64320;70136;78798;89365;99345;106051;108275;107399;104571;100789;96026;90955;87125;85708;82662;77650;71760;66516;63066;61334;60782;60614;60400;60949;64146;69645;77963;87979;97901;104657;106465;105169;102167;98740;94683;90790;88367;87916;84690;79068;72596;67076;63536;61570;60398;60634;63034;68494;78146;91896;109810;129706;97715;91208;92033;90199;86659;82399;77745;73045;68173;64429;62097;60504;59631;59027;59047;59254;59537;60201;60470;61197;62706;65250;68642;72392;76074;79442;82264;84204;85326;85816;85914;85948;85918;85488;83666;80158;75114;69766;65282;62232;60670;60142;60136;60468;61514;63206;65504;68064;70836;73764;77242;80910;84172;86042;85988;84366;81518;78294;74686;70816;67078
10020;51674;42298;38525;37752;38634;43294;62369;107669;181933;297481;433308;557971;643887;683997;694765;676740;631265;546524;428979;306101;210392;147914;106059;78168;58055;44679;38900;38022;39257;44554;63531;108712;185370;303743;440656;567204;654563;694849;705392;687481;643217;562673;450413;331761;237221;171267;122623;87203;61707;45827;39050;37720;38751;43897;63291;110622;189689;314642;459151;589063;679369;721475;732801;716469;672086;586100;464872;337637;237177;169207;120862;86696;61790;45878;39082;37793;38741;43983;63998;111621;189602;307881;448705;576536;664762;704064;713207;696074;652415;570299;456121;336056;238951;172951;125237;91059;65364;48102;39872;37649;38630;43473;61239;104261;176224;286920;416119;528335;609157;645525;651363;631017;588500;518304;423609;325033;244224;183620;136633;98674;75634;57723;45973;39664;37519;38490;43023;53576;70102;92479;118233;144439;167406;186927;203608;214836;218647;213666;202012;185417;166239;144073;119545;96032;76640;61801;49996;41732;37740;36830;38400;44468;54749;69657;88239;108891;128592;149548;170563;186745;193167;186471;170105;148336;126441;105697;85195;66725
10021;81089;80584;80497;80591;80863;82337;87214;96569;108416;119938;130348;139996;147243;150483;148984;143112;134094;124033;113908;104019;95486;89231;85295;83095;81686;80853;80554;80536;80759;82037;87212;97511;110872;124464;137367;148885;157301;160403;158004;151142;141576;130694;119078;107153;96863;89576;85142;82999;81716;80871;80449;80345;80522;81956;86992;96824;109317;120906;132376;142686;150088;153196;151590;145841;137289;127133;116104;104798;95080;88341;84498;82810;81733;80916;80534;80536;80750;82209;87540;97853;110988;124036;135772;146225;153814;157118;155508;149695;140884;129984;118467;106643;96273;89022;84753;82803;81629;80829;80494;80536;80933;82567;87650;97431;109932;121861;134451;146006;154198;157325;155060;148189;138607;128000;117297;106963;98076;91103;85766;81931;80714;80425;80339;80424;80801;81581;83205;85977;90066;95049;100231;105347;109435;111811;112450;111433;109123;105789;101560;96653;91760;87371;83630;81020;79629;79300;79449;79690;80072;80666;81562;82982;85101;87985;91381;95018;98357;100729;101820;101382;99612;96805;93569;90135;87177;84834;83133;81914
10022;68500;67492;67334;67720;68480;71661;81319;98573;122190;158527;199352;236504;261545;272351;273980;267855;253779;226549;185891;142222;108208;89356;79936;74785;71124;68327;67452;67577;67946;70796;80908;99094;123589;157869;199053;238145;264508;275710;277283;270457;255877;228930;188909;145523;111417;91979;81745;75841;71476;68375;67383;67412;67715;70417;80281;98419;123131;159597;202560;241174;267226;278225;279623;273340;259059;231319;190520;146405;111742;92143;81989;76257;71867;68613;67466;67544;67878;70543;80317;98059;122827;157922;199497;238510;265772;277071;278267;271869;257797;230699;190409;147545;113333;93825;83387;77169;72265;68602;67362;67412;67871;70444;79356;95721;118301;150997;190296;227553;253064;263716;264246;256611;242261;218033;183529;146638;116843;97870;85416;75930;72812;69999;68183;67445;67484;68549;70921;74476;78776;83306;87675;91463;94159;95646;96161;95717;94317;91423;87210;82735;78966;76038;73533;71381;69648;68168;67143;66568;66478;66871;67648;69246;71563;74345;77337;80180;82589;84560;86314;87507;87678;86256;83425;80132;77284;74907;72601;70386
10023;80581;79599;79413;79413;79508;80199;82811;87456;93264;100369;108346;115890;121174;123014;121522;117666;112882;107646;102693;98648;95410;92379;88465;84500;81357;79797;79454;79406;79507;79835;81142;83642;86607;89332;91951;91937;93970;94623;93430;90929;88034;85912;85298;85649;86192;86098;84680;82548;80532;79557;79430;79413;79507;80286;83293;88726;95696;103945;113152;122018;127949;129892;128052;123538;117953;112109;106653;102003;98341;94776;90173;85379;81625;79822;79461;79413;79562;80492;83560;88892;95549;103626;112844;121190;126796;128766;127500;123549;118520;113230;108231;103616;99783;96148;91368;86408;82310;80130;79489;79413;79523;80168;82728;87534;93613;100817;108952;116713;121952;123402;121538;117269;112184;107359;103375;100203;97683;94968;90953;86382;82292;80166;79581;79386;79495;80031;81253;83287;86015;89558;93852;98346;102080;104507;105566;105551;104655;103050;101024;98738;96373;93635;89747;85154;81234;79415;79019;78832;78933;79477;80382;81694;83582;86161;89218;92409;95239;97711;99853;101310;101467;99869;96665;92718;89160;86571;84376;82335
10024;173542;173917;174130;174205;174352;175021;174854;172558;168864;164758;161472;159489;158120;157050;155451;153250;151273;150783;152942;157145;162118;166536;169631;171882;173131;173741;174084;174188;174273;174945;174930;172959;169619;165612;162764;161281;160347;159361;157673;155313;152989;151850;152936;155734;159641;163692;167308;170532;172701;173658;174080;174167;174248;174888;174832;172840;169481;165598;162228;159344;157200;155699;154180;152353;150751;150192;151647;154769;158872;163034;166856;170265;172559;173681;174066;174177;174296;174985;175030;173216;170244;166565;163706;161560;160156;159208;157598;155467;153557;152464;153095;155351;158727;162462;166169;169644;172174;173496;173958;174167;174327;175042;175186;173864;171817;169661;168140;167051;166419;166007;164894;163339;161812;160918;161227;162491;164316;166233;167960;169603;171201;172655;173590;173977;174302;174979;176056;177386;178778;180074;181407;182795;183915;184230;183736;182693;181139;179145;176065;172402;169205;167470;167501;168505;169981;171563;172690;173417;173906;174512;175296;176062;177057;178074;179459;181255;182741;183359;182862;181556;179906;178234;176462;174625;173187;172521;172694;173110
10025;173542;173917;174130;174205;174352;175021;174854;172558;168864;164758;161472;159489;158120;157050;155451;153250;151273;150783;152942;157145;162118;166536;169631;171882;173131;173741;174084;174188;174273;174945;174930;172959;169619;165612;162764;161281;160347;159361;157673;155313;152989;151850;152936;155734;159641;163692;167308;170532;172701;173658;174080;174167;174248;174888;174832;172840;169481;165598;162228;159344;157200;155699;154180;152353;150751;150192;151647;154769;158872;163034;166856;170265;172559;173681;174066;174177;174296;174985;175030;173216;170244;166565;163706;161560;160156;159208;157598;155467;153557;152464;153095;155351;158727;162462;166169;169644;172174;173496;173958;174167;174327;175042;175186;173864;171817;169661;168140;167051;166419;166007;164894;163339;161812;160918;161227;162491;164316;166233;167960;169603;171201;172655;173590;173977;174302;174979;176056;177386;178778;180074;181407;182795;183915;184230;183736;182693;181139;179145;176065;172402;169205;167470;167501;168505;169981;171563;172690;173417;173906;174512;175296;176062;177057;178074;179459;181255;182741;183359;182862;181556;179906;178234;176462;174625;173187;172521;172694;173110
10026;56038;56720;57016;57101;57286;57525;56659;54338;51539;48784;46260;43851;42028;41028;40494;40311;40493;41344;43090;45571;48186;50483;52443;54162;55590;56549;56979;57076;57211;57407;56680;54524;51666;48861;46374;44109;42366;41330;40729;40535;40822;41671;43255;45434;47797;49957;51933;53797;55391;56488;56966;57076;57249;57470;56584;54246;51436;48713;46158;43699;41798;40704;40065;39804;40068;40992;42696;45019;47536;49803;51802;53741;55393;56489;56984;57076;57272;57615;56922;54762;52008;49125;46408;43931;42099;41080;40618;40539;40752;41520;43065;45153;47432;49577;51563;53412;55103;56317;56914;57076;57281;57633;57165;55367;52978;50557;48138;45891;44148;43147;42680;42455;42699;43314;44562;46212;48071;49823;51385;52823;53973;55097;56107;56814;57278;57597;57730;57530;57127;56451;55479;54325;53219;52238;51353;50484;49919;49660;49795;50182;50692;51325;52045;52933;53866;54786;55661;56408;56950;57356;57601;57749;57696;57552;57266;56853;56246;55325;53858;52252;50957;50327;50523;51233;52195;53130;54076;55074
10027;29791;30112;30225;30219;30283;30401;30197;29601;28932;28289;27781;27505;27295;27147;26884;26591;26343;26291;26402;26587;26835;27199;27799;28564;29377;29946;30166;30211;30299;30416;30223;29632;28973;28355;27862;27487;27243;27017;26784;26616;26508;26500;26521;26569;26649;26927;27550;28400;29280;29914;30161;30211;30339;30529;30367;29737;29040;28350;27883;27611;27441;27223;26874;26568;26358;26344;26468;26609;26816;27124;27671;28425;29264;29899;30140;30211;30363;30631;30523;29917;29169;28486;27991;27643;27457;27283;27007;26812;26652;26562;26524;26464;26469;26688;27298;28132;29060;29782;30101;30211;30377;30645;30537;29895;29124;28386;27805;27367;27069;26817;26472;26212;26032;26044;26220;26471;26733;27051;27491;28027;28668;29309;29810;30135;30387;30734;31082;31307;31393;31385;31284;31100;30772;30276;29516;28636;27892;27521;27396;27408;27480;27588;27802;28140;28568;29028;29474;29890;30195;30437;30580;30603;30589;30649;30791;30932;30884;30492;29756;28916;28286;28088;28151;28344;28569;28768;29046;29388
10028;101900;101777;101768;101756;101774;102116;102824;103350;103114;100941;98155;96223;95175;94777;94123;93333;92765;93461;95344;97615;99511;100593;101307;101681;101793;101780;101777;101768;101801;101955;102618;103345;103555;102581;100719;99256;98739;98411;97657;96663;95879;95892;96696;97764;98671;99605;100494;101309;101687;101777;101753;101696;101666;101990;102728;103296;103109;100495;98322;96842;95998;95557;94971;94297;93789;94034;95120;96507;97839;99016;100168;101176;101687;101804;101789;101768;101762;102080;102877;103596;103680;102372;100166;98316;97070;96521;95945;95387;94960;95071;95936;97067;98092;99088;100118;101048;101599;101754;101786;101768;101806;102210;103120;104059;104483;102932;102147;101835;101736;101659;101364;100836;100237;100061;100456;101051;101493;101472;101270;101099;101138;101454;101604;101723;101988;102395;102975;103762;104948;106297;107471;108448;108975;108966;108556;107942;107221;106576;105822;104976;104057;102935;101689;100717;100319;100439;100756;101080;101372;101688;102014;102425;103021;103836;104656;105343;105768;105793;105527;105152;104712;104214;103658;103049;102646;102331;102143;102002
10029;74842;75275;75435;75462;75564;75714;75318;74080;72566;70743;69316;68473;67933;67423;66534;65421;64582;64433;65247;66578;68122;69617;71193;72838;74256;75032;75346;75435;75558;75734;75315;74053;72544;71086;69880;69010;68316;67737;66801;65565;64638;64408;64974;66089;67447;68846;70548;72356;74016;74971;75347;75435;75564;75758;75335;73936;72123;70035;68550;67604;66930;66292;65324;64255;63416;63210;63906;65205;66756;68384;70205;72189;73881;74920;75301;75435;75615;75893;75484;74159;72437;70823;69430;68270;67413;66680;65725;64681;63897;63835;64498;65677;67099;68580;70249;72106;73711;74812;75281;75435;75638;75961;75757;74724;73368;72075;71096;70501;70099;69684;68933;67906;66814;66348;66649;67362;68254;69162;70210;71325;72700;73939;74820;75289;75549;75758;75925;75832;75514;75007;74199;73302;72416;71654;70921;70291;69822;69606;69683;69990;70409;70934;71583;72314;73056;73855;74523;75022;75404;75618;75799;75741;75519;75091;74339;73385;72439;71764;71190;70820;70541;70416;70761;71287;71921;72585;73319;74118
10030;97122;98136;98639;98923;99296;99142;97776;95518;93064;90367;87582;85059;83240;82201;81316;80822;80731;81698;83633;85977;88331;90501;92716;94842;96788;98096;98664;98831;99091;98931;97546;95196;92696;89871;86988;84436;82577;81342;80390;79833;79845;80688;82603;84903;87255;89489;91862;94275;96434;97957;98551;98809;99141;99081;97694;95315;92786;90126;87318;84775;82886;81554;80679;80226;80310;81412;83347;85844;88279;90417;92400;94449;96413;97893;98562;98809;99179;99183;97786;95403;92881;90144;87358;84793;82998;81929;81211;80815;80975;81958;83729;85944;88117;90097;92126;94172;96247;97786;98511;98809;99259;99259;98144;96130;93967;91445;88516;85970;84227;83174;82228;81567;81272;81875;83410;85314;87363;89150;90961;92841;94437;96066;97482;98614;99252;99485;99326;98756;97828;96765;95455;94032;92660;91243;89718;88397;87597;87394;87869;88653;89554;90573;91841;93209;94513;95793;97024;98105;98755;98968;98891;98560;97958;97198;96393;95450;94427;93149;91369;89749;88630;88495;89150;90312;91592;92851;94238;95707
10031;61654;62918;63526;63639;63697;63336;61438;58053;54501;51240;48905;47296;46045;45414;44939;44654;44874;45874;47870;50379;52855;55001;56991;59019;61046;62631;63387;63640;63766;63450;61506;57988;54104;50186;47625;45818;44732;44061;43628;43489;43754;44736;46565;49012;51561;53877;56204;58549;60880;62573;63398;63639;63819;63635;61732;58155;54234;50818;48477;46800;45766;45175;44741;44615;44893;45810;47564;49778;52079;54223;56355;58595;60826;62538;63351;63633;63849;63572;61572;57936;54169;50921;48571;46830;45753;45063;44595;44449;44665;45535;47190;49308;51531;53595;55712;57950;60226;62121;63187;63639;63909;63758;62015;58583;54873;51411;48491;46265;44765;43837;43084;42604;42624;43399;45112;47541;50047;52406;54650;56868;58861;60681;62231;63330;64029;64330;64065;63193;61925;60264;58191;55950;53859;52026;50423;49115;48323;48294;48910;50054;51391;52868;54617;56555;58413;60152;61571;62776;63527;63892;63867;63372;62500;61215;59498;57453;55492;53819;52346;51219;50613;50881;51872;53344;54969;56526;58185;59925
10032;108331;109889;110717;110941;111036;110482;107763;103055;98430;94731;93091;92446;92118;91569;91025;90406;90099;89587;89494;90950;93822;97460;101302;104904;108156;109954;110970;111404;111738;111074;107577;101839;96491;93434;91737;90773;90011;89364;88949;88927;88615;87987;87809;89256;92275;96173;100388;104492;107662;109722;110838;111480;112097;111590;108246;102459;96598;92694;90729;89676;88895;88259;87883;87595;87437;86949;86589;87962;91028;95120;99716;104119;107494;109600;110804;111466;111938;111352;107866;101975;96350;92602;90783;89834;89054;88228;87484;86907;86530;86176;86078;87770;90934;94932;99315;103560;107067;109330;110700;111556;112261;111890;108747;103271;97988;94797;93205;92279;91500;90656;89928;89354;88990;88707;88788;90307;92681;95662;98956;102190;104845;107036;109064;110732;112350;112912;112622;111316;109320;106983;104043;101070;98461;96279;94391;92891;92101;92073;92787;93989;95489;97232;99387;101768;104215;106611;108863;110750;112274;113060;113066;112247;110777;108608;105878;102876;100198;97965;96025;94594;93899;94183;95347;97126;99164;101326;103706;106146
10033;86218;87185;87591;87612;87542;86661;83718;79079;74101;68847;64851;61675;59523;58165;57280;57099;57938;60191;63847;68288;72552;76108;79246;81965;84343;86189;87488;88431;89313;88961;85492;79510;73155;67967;63889;60637;58352;56879;56004;55826;56550;58646;62084;66375;70712;74551;78067;81266;84023;86075;87400;88455;89447;89158;85753;79906;73444;67965;63717;60435;58266;56827;56020;55999;56869;59024;62469;66780;71191;74929;78318;81409;84126;86104;87431;88536;89611;89365;85884;79974;73737;68491;64367;61140;58867;57426;56472;56258;57008;59016;62295;66535;70728;74372;77667;80771;83575;85726;87259;88607;89779;89710;86605;81259;75689;70949;67107;64107;62184;60923;60234;60271;61121;63132;66286;70063;73655;76812;79708;82295;84299;85830;87052;87871;88240;88042;87329;86234;85112;83825;82312;80785;79515;78492;77598;76984;76812;77136;77884;78875;79861;80980;82266;83552;84770;85913;86953;87783;88224;88234;87845;87168;86323;85184;83751;82245;80992;79869;78774;77956;77642;77953;78733;79807;80940;82120;83469;84871
10034;60144;60574;60797;60872;60908;60335;57967;53791;49231;45749;43746;42490;41641;41220;40961;41054;41672;43144;45389;48349;51359;53742;55431;56791;58125;59426;60664;61716;62717;62853;60377;55271;49926;46374;44094;42418;41329;40556;40044;39921;40416;41887;44320;47309;50504;53106;54960;56490;57997;59435;60717;61854;62966;63052;60553;55450;49936;46044;43666;42049;41053;40365;39969;39976;40535;42018;44352;47155;50215;52690;54591;56225;57839;59335;60583;61799;63073;63253;60639;55315;49810;46277;44025;42399;41268;40540;40009;39797;40270;41626;43883;46681;49702;52333;54304;56007;57650;59230;60647;62064;63314;63521;61203;56476;51440;47977;45869;44368;43433;42876;42619;42841;43550;44853;46814;49311;51872;54027;55730;57232;58414;59440;60242;60829;61167;61010;60562;59986;59352;58692;57953;57228;56659;56184;55735;55430;55343;55547;55972;56544;57049;57561;58195;58801;59372;59922;60467;60859;61071;60954;60655;60229;59742;59244;58719;58211;57759;57255;56783;56495;56384;56605;57051;57595;58163;58660;59101;59579
10035;75046;75652;75903;75977;76074;76114;75710;74564;73190;71837;70570;69340;68403;67752;67165;66608;66290;66518;67262;68311;69653;70967;72293;73598;74782;75527;75890;75920;75994;76034;75597;74458;72985;71631;70309;69107;68174;67454;66739;66124;65665;65648;66169;67378;68592;69982;71502;73108;74516;75429;75864;75920;76019;76080;75721;74644;73312;71973;70715;69423;68411;67649;66968;66252;65802;65844;66438;67441;68576;69903;71383;73001;74444;75385;75847;75920;76042;76151;75887;74902;73599;72246;70909;69672;68748;68019;67324;66602;66119;66169;66711;67630;68805;70009;71457;72960;74335;75302;75788;75920;76031;76196;75963;75187;74081;72848;71649;70527;69620;68900;68244;67570;67064;66972;67420;68155;69033;69932;71019;72092;73216;74257;75113;75722;76077;76329;76328;76085;75619;75078;74438;73785;73103;72555;71935;71408;70959;70755;70712;70705;70879;71304;71948;72698;73566;74276;74933;75489;75890;76134;76249;76129;75889;75669;75319;74888;74424;73867;73012;72079;71349;71000;71143;71466;71996;72581;73291;74227
